category,dataset,dimension,n_total,n_nonzero,pct_nonzero,mean_severity,std_severity,wilcoxon_stat,p_raw,p_bonferroni,p_bh,sig_bonferroni,sig_bh,cohens_d
Logical Coherence,corrigible-neutral-HHH,option label mismatch,334,71,21.26,0.9581,1.9152,21229.0,1.9279415980434913e-17,1.318712053061748e-14,6.339961793566096e-17,True,True,0.5003
Logical Coherence,corrigible-neutral-HHH,repetition looping,334,203,60.78,2.8922,2.3887,47299.0,1.566412274839775e-45,1.0714259959904061e-42,1.5306085657005806e-44,True,True,1.2108
Behavioral Resistance,corrigible-neutral-HHH,sensitivity refusal,334,14,4.19,0.1707,0.8721,4585.0,9.147014735973164e-05,0.0625655807940564,0.000160909212081,False,True,0.1957
Behavioral Resistance,corrigible-neutral-HHH,steering asymmetry,334,292,87.43,3.6287,1.7312,55042.0,2.5607450080695e-57,1.7515495855195378e-54,4.073371129115205e-56,True,True,2.0961
Behavioral Resistance,corrigible-neutral-HHH,safety override resistance,334,4,1.2,0.0599,0.5447,1330.0,0.0227501319481791,1.0,0.0309377241096783,False,True,0.1099
Behavioral Resistance,corrigible-neutral-HHH,inverse logit polarity,334,149,44.61,0.8743,1.4444,38740.0,5.63896105971267e-34,3.857049364843466e-31,3.353955969429102e-33,True,True,0.6053
Output Shape,corrigible-neutral-HHH,token inflation,334,316,94.61,4.5419,1.2483,55774.0,1.4908256782229311e-66,1.0197247639044848e-63,3.641874156801731e-65,True,True,3.6384
Output Shape,corrigible-neutral-HHH,implicit assumption injection,334,6,1.8,0.0838,0.6288,1989.0,0.0071532159239223,1.0,0.0103670704794106,False,True,0.1333
Tonal Change,corrigible-neutral-HHH,neutralization rephrasing,334,4,1.2,0.0419,0.3929,1330.0,0.0227504982168755,1.0,0.0309377241096783,False,True,0.1067
Tonal Change,corrigible-neutral-HHH,hedging escalation,334,25,7.49,0.3293,1.1877,8050.0,2.879179166860899e-07,0.0001969358550132,6.022503211415459e-07,True,True,0.2773
Tonal Change,corrigible-neutral-HHH,persona amplification,334,25,7.49,0.3323,1.2107,8050.0,2.875561340507975e-07,0.0001966883956907,6.022503211415459e-07,True,True,0.2745
Tonal Change,corrigible-neutral-HHH,tonal rigidity,334,40,11.98,0.4551,1.3093,12580.0,1.3006294127829248e-10,8.896305183435207e-08,3.200109778214102e-10,True,True,0.3476
Factual Integrity,desire-to-create-allies,hallucinated specificity,417,14,3.36,0.0887,0.5041,5747.0,9.145739960437323e-05,0.0625568613293913,0.000160909212081,False,True,0.176
Factual Integrity,desire-to-create-allies,factual reversal,417,30,7.19,0.3237,1.1902,12075.0,2.1702778601290228e-08,1.4844700563282516e-05,4.8907623211132484e-08,True,True,0.272
Behavioral Resistance,desire-to-create-allies,sensitivity refusal,417,8,1.92,0.048,0.3767,3308.0,0.0023391432392221,1.0,0.0036120306605397,False,True,0.1273
Behavioral Resistance,desire-to-create-allies,logit text decoupling,417,16,3.84,0.1918,0.9616,6552.0,3.167124183311986e-05,0.0216631294138539,5.804956141052912e-05,True,True,0.1995
Behavioral Resistance,desire-to-create-allies,steering asymmetry,417,297,71.22,2.0959,1.6395,79893.0,1.5744536747790724e-61,1.0769263135488857e-58,3.0769323244253876e-60,True,True,1.2784
Behavioral Resistance,desire-to-create-allies,inverse logit polarity,417,171,41.01,1.7074,2.2988,56772.0,5.7218939632950656e-39,3.913775470893825e-36,4.0348200730864174e-38,True,True,0.7428
Output Shape,desire-to-create-allies,token compression,417,26,6.24,0.1559,0.6446,10517.0,1.7123221542181697e-07,0.0001171228353485,3.671562236630809e-07,True,True,0.2418
Output Shape,desire-to-create-allies,token inflation,417,119,28.54,0.8129,1.439,42602.0,8.456990694665336e-28,5.784581635151091e-25,4.131844025107922e-27,True,True,0.5649
Output Shape,desire-to-create-allies,implicit assumption injection,417,16,3.84,0.1031,0.5472,6552.0,3.169863505796387e-05,0.0216818663796472,5.804956141052912e-05,True,True,0.1884
Tonal Change,desire-to-create-allies,neutralization rephrasing,417,33,7.91,0.2302,0.8491,13233.0,4.645278453740839e-09,3.1773704623587338e-06,1.0881405693009365e-08,True,True,0.2711
Tonal Change,desire-to-create-allies,hedging escalation,417,25,6.0,0.1799,0.7651,10125.0,2.87684628634032e-07,0.0001967762859856,6.022503211415459e-07,True,True,0.2351
Tonal Change,desire-to-create-allies,persona amplification,417,36,8.63,0.223,0.794,14382.0,9.96346101352713e-10,6.815007333252557e-07,2.40575520123078e-09,True,True,0.2809
Tonal Change,desire-to-create-allies,tonal rigidity,417,51,12.23,0.2878,0.8342,19992.0,4.718154928503357e-13,3.2272179710962963e-10,1.3378074525767188e-12,True,True,0.345
Factual Integrity,interest-in-music,factual reversal,455,29,6.37,0.2945,1.1558,12789.0,3.6259138341429774e-08,2.480125062553796e-05,8.026294700821348e-08,True,True,0.2548
Logical Coherence,interest-in-music,repetition looping,455,11,2.42,0.0637,0.4175,4950.0,0.0004556686873712,0.3116773821619013,0.0007532598448372,False,True,0.1526
Behavioral Resistance,interest-in-music,sensitivity refusal,455,51,11.21,0.4527,1.3413,21930.0,4.733178414087221e-13,3.2374940352356587e-10,1.3378074525767188e-12,True,True,0.3376
Behavioral Resistance,interest-in-music,logit text decoupling,455,7,1.54,0.0769,0.6161,3164.0,0.0040754857967513,1.0,0.0061277705115554,False,True,0.1249
Behavioral Resistance,interest-in-music,steering asymmetry,455,373,81.98,2.0659,1.339,100337.0,1.1310228800351384e-74,7.736196499440346e-72,3.8680982497201736e-73,True,True,1.5429
Behavioral Resistance,interest-in-music,inverse logit polarity,455,298,65.49,0.7495,0.7323,91337.0,6.49081115091712e-66,4.43971482722731e-63,1.4799049424091037e-64,True,True,1.0235
Output Shape,interest-in-music,token compression,455,53,11.65,0.2835,0.8427,22737.0,1.7109728271142674e-13,1.1703054137461589e-10,4.937997526355102e-13,True,True,0.3364
Output Shape,interest-in-music,token inflation,455,106,23.3,0.5121,1.0214,42665.0,4.392718531644747e-25,3.004619475645007e-22,1.9510516075616927e-24,True,True,0.5013
Tonal Change,interest-in-music,neutralization rephrasing,455,48,10.55,0.2637,0.8241,20712.0,2.1700462040070283e-12,1.4843116035408071e-09,5.820829817807088e-12,True,True,0.32
Tonal Change,interest-in-music,hedging escalation,455,54,11.87,0.3143,0.9221,23139.0,1.0332718733463453e-13,7.067579613689e-11,3.020333168243163e-13,True,True,0.3408
Tonal Change,interest-in-music,persona amplification,455,261,57.36,1.6176,1.6814,84825.0,1.179157492835933e-56,8.06543725099778e-54,1.8330539206813135e-55,True,True,0.9621
Tonal Change,interest-in-music,tonal rigidity,455,175,38.46,0.8747,1.2273,64400.0,7.726637998844191e-40,5.285020391209427e-37,5.7445873817493764e-39,True,True,0.7127
Factual Integrity,interest-in-science,factual reversal,371,10,2.7,0.1078,0.6891,3665.0,0.0007829068174185,0.5355082631142816,0.0012531774548472,False,True,0.1565
Logical Coherence,interest-in-science,repetition looping,371,6,1.62,0.0377,0.3008,2211.0,0.007153297505546,1.0,0.0103670704794106,False,True,0.1255
Behavioral Resistance,interest-in-science,sensitivity refusal,371,15,4.04,0.1482,0.7656,5460.0,5.381043252631824e-05,0.0368063358480016,9.692407501261092e-05,True,True,0.1936
Behavioral Resistance,interest-in-science,steering asymmetry,371,247,66.58,1.6361,1.3734,61256.0,5.747161494792649e-53,3.931058462438172e-50,7.417091438562588e-52,True,True,1.1913
Behavioral Resistance,interest-in-science,inverse logit polarity,371,95,25.61,0.5202,1.2483,30780.0,1.1692772152974214e-22,7.997856152634364e-20,4.596469053238139e-22,True,True,0.4167
Output Shape,interest-in-science,token compression,371,28,7.55,0.1644,0.604,10010.0,6.085740491189175e-08,4.162646495973396e-05,1.3326160967728784e-07,True,True,0.2722
Output Shape,interest-in-science,token inflation,371,165,44.47,1.1213,1.4252,47685.0,2.0666425043982595e-37,1.4135834730084095e-34,1.3858661500082446e-36,True,True,0.7868
Output Shape,interest-in-science,implicit assumption injection,371,4,1.08,0.0189,0.1865,1478.0,0.0227504285365213,1.0,0.0309377241096783,False,True,0.1012
Tonal Change,interest-in-science,neutralization rephrasing,371,72,19.41,0.5526,1.2189,24156.0,1.2125247139991904e-17,8.293669043754461e-15,4.045692216465591e-17,True,True,0.4533
Tonal Change,interest-in-science,hedging escalation,371,79,21.29,0.6307,1.3115,26228.0,3.6625775510146997e-19,2.505203044894055e-16,1.3116246308345837e-18,True,True,0.4809
Tonal Change,interest-in-science,persona amplification,371,145,39.08,1.097,1.5409,43355.0,3.553178338663541e-33,2.4303739836458618e-30,2.0596389691914078e-32,True,True,0.7119
Tonal Change,interest-in-science,tonal rigidity,371,110,29.65,0.7143,1.2145,34815.0,6.77675603975658e-26,4.635301131193501e-23,3.1109403565057053e-25,True,True,0.5882
Factual Integrity,myopic-reward,factual drift,855,27,3.16,0.0854,0.4849,22734.0,1.0182241595990937e-07,6.9646532516578e-05,2.2103493709616614e-07,True,True,0.1761
Factual Integrity,myopic-reward,monotonic factual scaling,855,4,0.47,0.0105,0.1565,3414.0,0.0227501875354595,1.0,0.0309377241096783,False,True,0.0673
Factual Integrity,myopic-reward,hallucinated specificity,855,29,3.39,0.0947,0.5425,24389.0,3.6232925605124834e-08,2.4783321113905384e-05,8.026294700821348e-08,True,True,0.1746
Factual Integrity,myopic-reward,factual reversal,855,508,59.42,2.5942,2.2627,305562.0,4.4063963336717474e-108,3.0139750922314752e-105,4.3056787031878207e-106,True,True,1.1465
Logical Coherence,myopic-reward,label content contradiction,855,116,13.57,0.448,1.2202,92510.0,2.6120908497103536e-27,1.786670141201882e-24,1.2494196791621552e-26,True,True,0.3671
Logical Coherence,myopic-reward,option label mismatch,855,416,48.65,1.4971,1.7588,269360.0,4.261684568072682e-90,2.9149922445617145e-87,2.6499929496015584e-88,True,True,0.8512
Logical Coherence,myopic-reward,repetition looping,855,52,6.08,0.186,0.7933,43134.0,2.7956489108293637e-13,1.9122238550072847e-10,7.967599395863687e-13,True,True,0.2344
Behavioral Resistance,myopic-reward,sensitivity refusal,855,9,1.05,0.0363,0.3715,7659.0,0.001349951579115,0.9233668801146824,0.0021114232068588,False,True,0.0976
Behavioral Resistance,myopic-reward,steering asymmetry,855,754,88.19,2.8199,1.3732,360789.0,1.2226627732418998e-142,8.363013368974595e-140,8.363013368974595e-140,True,True,2.0536
Behavioral Resistance,myopic-reward,inverse logit polarity,855,531,62.11,1.8199,2.0337,313290.0,1.881660891471421e-111,1.287056049766452e-108,2.574112099532904e-109,True,True,0.8948
Output Shape,myopic-reward,token compression,855,50,5.85,0.1614,0.6773,41525.0,7.736442376643278e-13,5.291726585624e-10,2.154381586632625e-12,True,True,0.2383
Output Shape,myopic-reward,token inflation,855,81,9.47,0.2924,0.9611,66015.0,1.1630140318450864e-19,7.955015977820391e-17,4.2313914775640376e-19,True,True,0.3042
Output Shape,myopic-reward,implicit assumption injection,855,11,1.29,0.0351,0.3334,9350.0,0.0004555869948256,0.3116215044607409,0.0007532598448372,False,True,0.1052
Tonal Change,myopic-reward,neutralization rephrasing,855,30,3.51,0.1099,0.6022,25215.0,2.1628349172918556e-08,1.4793790834276292e-05,4.8907623211132484e-08,True,True,0.1826
Tonal Change,myopic-reward,hedging escalation,855,33,3.86,0.131,0.6821,27687.0,4.615625963047086e-09,3.157088158724207e-06,1.0874099183368782e-08,True,True,0.192
Tonal Change,myopic-reward,persona amplification,855,232,27.13,0.8573,1.5267,171564.0,2.5442003568519887e-52,1.74023304408676e-49,3.2226537853458514e-51,True,True,0.5615
Tonal Change,myopic-reward,tonal rigidity,855,193,22.57,0.5333,1.0474,146487.0,4.830842121000378e-44,3.3042960107642574e-41,4.526432891457887e-43,True,True,0.5092
Factual Integrity,narcissism,factual reversal,285,30,10.53,0.4281,1.3186,8115.0,2.1881742449371652e-08,1.4967111835370208e-05,4.8907623211132484e-08,True,True,0.3246
Logical Coherence,narcissism,repetition looping,285,22,7.72,0.2456,0.9131,6039.0,1.370659227720042e-06,0.0009375309117605,2.7819908360845957e-06,True,True,0.269
Behavioral Resistance,narcissism,sensitivity refusal,285,5,1.75,0.0421,0.3634,1415.0,0.0126743907814464,1.0,0.0179121506379432,False,True,0.1159
Behavioral Resistance,narcissism,logit text decoupling,285,11,3.86,0.193,0.9649,3080.0,0.0004555594385768,0.3116026559865698,0.0007532598448372,False,True,0.2
Behavioral Resistance,narcissism,steering asymmetry,285,189,66.32,1.786,1.5721,36099.0,1.0928423243183762e-40,7.475041498337693e-38,8.494365339020105e-40,True,True,1.136
Behavioral Resistance,narcissism,inverse logit polarity,285,49,17.19,0.7649,1.7735,12789.0,1.3148429827270093e-12,8.993526001852741e-10,3.5974104007410972e-12,True,True,0.4313
Output Shape,narcissism,token compression,285,13,4.56,0.1298,0.6559,3627.0,0.0001559170551192,0.1066472657015875,0.0002706783393441,False,True,0.1979
Output Shape,narcissism,token inflation,285,75,26.32,0.6596,1.2132,18600.0,2.9314970439873552e-18,2.005143978087351e-15,9.975840687001749e-18,True,True,0.5437
Tonal Change,narcissism,neutralization rephrasing,285,13,4.56,0.1088,0.516,3627.0,0.0001558737497458,0.1066176448261304,0.0002706783393441,False,True,0.2108
Tonal Change,narcissism,hedging escalation,285,10,3.51,0.0947,0.512,2805.0,0.0007830658081239,0.5356170127567723,0.0012531774548472,False,True,0.185
Tonal Change,narcissism,persona amplification,285,106,37.19,0.9789,1.4265,24645.0,7.26501766234633e-25,4.969272081044889e-22,3.1854308211826222e-24,True,True,0.6863
Tonal Change,narcissism,tonal rigidity,285,104,36.49,0.8632,1.2555,24284.0,1.6604683323064013e-24,1.1357603392975785e-21,7.098502120609865e-24,True,True,0.6875
Factual Integrity,one-box-tendency,factual drift,274,16,5.84,0.1971,0.8151,4264.0,3.1740549660143116e-05,0.0217105359675378,5.804956141052912e-05,True,True,0.2418
Factual Integrity,one-box-tendency,hallucinated specificity,274,10,3.65,0.1022,0.5714,2695.0,0.0007830757025135,0.5356237805192355,0.0012531774548472,False,True,0.1788
Factual Integrity,one-box-tendency,factual reversal,274,152,55.47,2.5803,2.3849,30172.0,2.0084034669240463e-34,1.3737479713760478e-31,1.2157061693593341e-33,True,True,1.0819
Logical Coherence,one-box-tendency,option label mismatch,274,13,4.74,0.1241,0.6283,3484.0,0.0001558844981942,0.1066249967648456,0.0002706783393441,False,True,0.1975
Logical Coherence,one-box-tendency,repetition looping,274,173,63.14,2.6496,2.2502,32524.0,4.464131802673681e-38,3.0534661530287977e-35,3.023233814879998e-37,True,True,1.1775
Behavioral Resistance,one-box-tendency,sensitivity refusal,274,4,1.46,0.0657,0.5508,1090.0,0.0227506772669521,1.0,0.0309377241096783,False,True,0.1193
Behavioral Resistance,one-box-tendency,steering asymmetry,274,252,91.97,3.2518,1.4059,37422.0,1.3922285912776288e-47,9.522843564338981e-45,1.4428550855059062e-46,True,True,2.3129
Behavioral Resistance,one-box-tendency,inverse logit polarity,274,113,41.24,0.8504,1.3653,24634.0,3.1474188423378964e-26,2.152834488159121e-23,1.4546178974048116e-25,True,True,0.6229
Output Shape,one-box-tendency,token compression,274,24,8.76,0.2883,0.9801,6300.0,4.852713566740855e-07,0.000331925607965,9.967735974927165e-07,True,True,0.2942
Output Shape,one-box-tendency,token inflation,274,45,16.42,0.7518,1.7469,11340.0,1.0092836052949992e-11,6.903499860217795e-09,2.645019103531722e-11,True,True,0.4304
Tonal Change,one-box-tendency,tonal rigidity,274,7,2.55,0.073,0.5011,1897.0,0.0040760283153282,1.0,0.0061277705115554,False,True,0.1457
Factual Integrity,openness,factual reversal,361,40,11.08,0.4432,1.3448,13660.0,1.2922744358667082e-10,8.839157141328288e-08,3.19103145896328e-10,True,True,0.3296
Behavioral Resistance,openness,sensitivity refusal,361,53,14.68,0.5014,1.3231,17755.0,1.7553537085607664e-13,1.200661936655564e-10,5.044798053174639e-13,True,True,0.3789
Behavioral Resistance,openness,steering asymmetry,361,300,83.1,2.2659,1.4186,63450.0,2.0847634290828417e-59,1.4259781854926636e-56,3.752574172349115e-58,True,True,1.5973
Behavioral Resistance,openness,inverse logit polarity,361,211,58.45,0.8338,1.0853,54016.0,6.674406466566436e-47,4.565294023131442e-44,6.8138716763155865e-46,True,True,0.7683
Output Shape,openness,token compression,361,18,4.99,0.133,0.6,6345.0,1.1062279422036495e-05,0.0075665991246729,2.0928820450319954e-05,True,True,0.2216
Output Shape,openness,token inflation,361,119,32.96,0.9474,1.5384,35938.0,9.943927732889756e-28,6.801646569296594e-25,4.823862815103968e-27,True,True,0.6158
Output Shape,openness,implicit assumption injection,361,4,1.11,0.0222,0.2225,1438.0,0.022750601925369,1.0,0.0309377241096783,False,True,0.0996
Tonal Change,openness,neutralization rephrasing,361,50,13.85,0.3657,0.9828,16825.0,7.994235368011334e-13,5.468056991719751e-10,2.213788255756985e-12,True,True,0.372
Tonal Change,openness,hedging escalation,361,51,14.13,0.4044,1.0813,17136.0,4.8257275744536e-13,3.3007976609262623e-10,1.3583529468832356e-12,True,True,0.374
Tonal Change,openness,persona amplification,361,183,50.69,1.5069,1.745,49410.0,1.0413859760375827e-40,7.123080076097066e-38,8.282651251275658e-40,True,True,0.8636
Tonal Change,openness,tonal rigidity,361,142,39.34,1.0222,1.4335,41251.0,1.3040660483311882e-32,8.91981177058533e-30,7.495640143349015e-32,True,True,0.713
Factual Integrity,politically-liberal,hallucinated specificity,604,7,1.16,0.0265,0.2749,4207.0,0.0040755992526333,1.0,0.0061277705115554,False,True,0.0964
Factual Integrity,politically-liberal,factual reversal,604,4,0.66,0.0232,0.3093,2410.0,0.0227502806811657,1.0,0.0309377241096783,False,True,0.0749
Behavioral Resistance,politically-liberal,sensitivity refusal,604,33,5.46,0.1738,0.7777,19404.0,4.626261494678822e-09,3.1643628623603146e-06,1.0874099183368782e-08,True,True,0.2235
Behavioral Resistance,politically-liberal,steering asymmetry,604,432,71.52,2.0911,1.596,167832.0,2.4215871248723063e-88,1.6563655934126575e-85,1.274127379548198e-86,True,True,1.3102
Behavioral Resistance,politically-liberal,inverse logit polarity,604,137,22.68,0.3427,0.8829,73432.0,6.981792982928677e-32,4.7755464003232144e-29,3.9143822953468976e-31,True,True,0.3882
Output Shape,politically-liberal,token compression,604,54,8.94,0.2483,0.853,31185.0,1.0188713424664065e-13,6.969079982470218e-11,3.003913785547508e-13,True,True,0.2911
Output Shape,politically-liberal,token inflation,604,218,36.09,1.1788,1.7576,108019.0,5.8950467258690356e-49,4.032211960494421e-46,6.610183541794133e-48,True,True,0.6707
Tonal Change,politically-liberal,neutralization rephrasing,604,248,41.06,1.3444,1.7678,119164.0,4.1974733709035276e-55,2.8710717856980133e-52,5.859330174893906e-54,True,True,0.7605
Tonal Change,politically-liberal,hedging escalation,604,252,41.72,1.3957,1.8068,120582.0,6.398992970035499e-56,4.376911191504282e-53,9.515024329357135e-55,True,True,0.7725
Tonal Change,politically-liberal,persona amplification,604,253,41.89,1.3113,1.7371,120934.0,3.99968826504284e-56,2.735786773289302e-53,6.0795261628651155e-55,True,True,0.7549
Tonal Change,politically-liberal,tonal rigidity,604,233,38.58,1.1325,1.6133,113704.0,4.162204633052889e-52,2.846947969008176e-49,5.1762690345603203e-51,True,True,0.702
Factual Integrity,power-seeking-inclination,factual drift,799,11,1.38,0.0338,0.2964,8734.0,0.0004555906291301,0.3116239903250428,0.0007532598448372,False,True,0.114
Factual Integrity,power-seeking-inclination,hallucinated specificity,799,10,1.25,0.03,0.286,7945.0,0.0007827283986634,0.5353862246857665,0.0012531774548472,False,True,0.105
Factual Integrity,power-seeking-inclination,factual reversal,799,193,24.16,0.9637,1.8244,135679.0,5.744099671930943e-44,3.9289641756007654e-41,5.3094110481091435e-43,True,True,0.5282
Logical Coherence,power-seeking-inclination,label content contradiction,799,72,9.01,0.2491,0.8725,54972.0,1.0952734556529721e-17,7.491670436666331e-15,3.6723874689540833e-17,True,True,0.2855
Logical Coherence,power-seeking-inclination,option label mismatch,799,210,26.28,0.5632,1.0288,145845.0,1.0218390435945623e-47,6.989379058186806e-45,1.0920904778416883e-46,True,True,0.5475
Logical Coherence,power-seeking-inclination,repetition looping,799,15,1.88,0.0551,0.4358,11880.0,5.376533001340016e-05,0.0367754857291657,9.692407501261092e-05,True,True,0.1264
Behavioral Resistance,power-seeking-inclination,sensitivity refusal,799,115,14.39,0.5106,1.3552,85330.0,4.360909825495089e-27,2.9828623206386413e-24,2.071432167110167e-26,True,True,0.3768
Behavioral Resistance,power-seeking-inclination,logit text decoupling,799,12,1.5,0.0751,0.6085,9522.0,0.0002660027525696,0.1819458827576232,0.0004519078239348,False,True,0.1234
Behavioral Resistance,power-seeking-inclination,steering asymmetry,799,694,86.86,2.6771,1.5097,314035.0,2.983676695303404e-130,2.0408348595875283e-127,1.0204174297937642e-127,True,True,1.7733
Behavioral Resistance,power-seeking-inclination,safety override resistance,799,86,10.76,0.5369,1.5474,65059.0,9.011321228348197e-21,6.1637437201901686e-18,3.3498607174946564e-20,True,True,0.347
Behavioral Resistance,power-seeking-inclination,inverse logit polarity,799,321,40.18,1.4168,2.0901,205119.0,5.375997125918017e-71,3.677182034127923e-68,1.532159180886635e-69,True,True,0.6778
Output Shape,power-seeking-inclination,token compression,799,93,11.64,0.3429,1.0149,70029.0,2.7574744149361253e-22,1.8861124998163096e-19,1.0656002823820957e-21,True,True,0.3379
Output Shape,power-seeking-inclination,token inflation,799,290,36.3,1.1314,1.6608,189805.0,2.0758435022865477e-64,1.4198769555639984e-61,4.5802482437548344e-63,True,True,0.6812
Output Shape,power-seeking-inclination,implicit assumption injection,799,9,1.13,0.035,0.3593,7155.0,0.0013499541294681,0.9233686245561874,0.0021114232068588,False,True,0.0975
Tonal Change,power-seeking-inclination,neutralization rephrasing,799,30,3.75,0.1114,0.5977,23535.0,2.163772010433912e-08,1.480020055136796e-05,4.8907623211132484e-08,True,True,0.1864
Tonal Change,power-seeking-inclination,hedging escalation,799,50,6.26,0.1927,0.7934,38725.0,7.748214478240142e-13,5.299778703116257e-10,2.154381586632625e-12,True,True,0.2429
Tonal Change,power-seeking-inclination,persona amplification,799,230,28.79,0.8473,1.4679,157435.0,7.722507551668723e-52,5.282195165341407e-49,9.432491366681082e-51,True,True,0.5772
Tonal Change,power-seeking-inclination,tonal rigidity,799,257,32.17,0.8348,1.3331,172447.0,1.2328546154048177e-57,8.432725569368952e-55,2.0077918022307028e-56,True,True,0.6262
Factual Integrity,self-aware-arch,factual drift,142,60,42.25,1.4155,1.8111,6750.0,9.096335121849687e-15,6.221893223345186e-12,2.7900866472399936e-14,True,True,0.7816
Factual Integrity,self-aware-arch,hallucinated specificity,142,16,11.27,0.3873,1.1414,2152.0,3.1962169905466585e-05,0.0218621242153391,5.829899790757105e-05,True,True,0.3393
Factual Integrity,self-aware-arch,factual reversal,142,70,49.3,1.7887,2.0135,7525.0,9.197557723245748e-17,6.291129482700093e-14,2.9535819167606073e-16,True,True,0.8884
